id,source_id,source_name,title,content,published_at
41,business-insider,Business Insider,Private equity giant Carlyle is taking a majority stake in a startup that uses AI to judge how much you smile in interviews — and it could be the future of recruiting,Private equity giant The Carlyle Group is betting that big companies will increasingly adopt artificial intelligence to help make hiring decisions.    The firm said on Tuesday it had agreed to purchase a majority stake in HireVue  a company that lets employer… [+3266 chars],2019-09-03T15:00:00Z
45,newsweek,Newsweek,Alyssa Milano Gets Slammed For Saying She's Fighting For All Americans' Rights,Alyssa Milano was slammed after she asked netizens to be more understanding on Twitter Tuesday morning. Milano  who is vocally liberal on issues from immigration to abortion  said that she's looking out for everyone regardless of where they fall on the politi… [+3284 chars],2019-09-03T18:09:43Z
49,cbs-news,CBS News,Hurricane Dorian stalls off Florida coast,,2019-09-03T17:42:25Z
53,abc-news,ABC News,Chinese 'deepfake' app Zao comes under fire over privacy concerns,A new Chinese app that lets users seamlessly swap faces with celebrities gained widespread popularity over the weekend  but quickly drew just as much criticism over privacy concerns.  The app  named Zao  was the most downloaded free app in Chinas iOS App Stor… [+2196 chars],2019-09-03T17:50:55Z
57,cnn,CNN,AT&T makes WarnerMedia boss John Stankey the presumptive successor to its CEO,(CNN Business)AT&amp;T announced two promotions on Tuesday that place John Stankey  the CEO of its subsidiary WarnerMedia  firmly in line to succeed the wireless giant's CEO  Randall Stephenson.  Stephenson  who has led AT&amp;T(T) since 2007  is installing S… [+2785 chars],2019-09-03T17:24:16Z
61,reuters,Reuters,Bangladesh blocks internet services in Rohingya refugee camps,DHAKA (Reuters) - Bangladesh’s telecom regulatory authority on Tuesday ordered mobile phone operators to partially block high-speed data services to areas where Rohingya refugees are living in sprawling camps  citing security concerns following recent violenc… [+2650 chars],2019-09-03T15:27:36Z
65,al-jazeera-english,Al Jazeera English,Hong Kong targets more pro-democracy activists amid protests,Hong Kong's pro-democracy political party  Demosisto  said its chairperson was  taken  by government authorities early on Tuesday  one of a series of arrests that also included a student union leader and another young protest organiser.   Ivan Lam was  taken … [+2197 chars],2019-09-03T06:50:22Z
69,business-insider,Business Insider,Amazon is pushing its private labels just as consumers add competing products to their carts (AMZN),Amazon is displaying its own private-label products on competing product pages  directly above where consumers would click to add an item to their cart  and labeling them as a  Similar item to consider   The Washington Post reports.    Business Insider Intell… [+3535 chars],2019-09-03T14:10:00Z
73,the-new-york-times,The New York Times,‘Dorian Won’t Budge’: Bahamas Hammered by Slow-Moving Hurricane,Officials in the Bahamas had not yet determined the full scope of the damage there  with the relentless rains and winds making it difficult to reach many of the smaller islands struck by the hurricane. The storm was expected to continue to pound Grand Bahama … [+1201 chars],2019-09-03T07:29:24Z
77,the-irish-times,The Irish Times,Limerick nursing home failed to investigate allegation of abuse,A nursing home in Co Limerick failed to respond or investigate an allegation of abuse by a staff member of a resident  an independent report has found.  The Health Information and Quality Authority (Hiqa) inspected the Beech Lodge Care facility in Bruree  Co … [+3440 chars],2019-09-03T12:13:30Z
81,cnn,CNN,Kristen Stewart says she was told not to hold hands with her girlfriend in public,,2019-09-03T13:40:35Z
85,reuters,Reuters,UK public must decide next steps if parliament votes against Johnson: PM's spokesman,LONDON (Reuters) - Prime Minister Boris Johnson is clear that should lawmakers decide to vote against his government on Tuesday  then the British public should decide who negotiates with the European Union in an election  his spokesman said.   Lawmakers are e… [+715 chars],2019-09-03T16:27:26Z
89,the-new-york-times,The New York Times,The Big Dream of a Small Life,,2019-09-03T09:13:33Z
93,the-irish-times,The Irish Times,Tesla drivers reportedly locked out of cars after app goes down,Technology is wonderful until it fails you. Just ask Tesla drivers who were reportedly locked out of their vehicles for several hours yesterday after the app  which many use as a key  was taken down for maintenance.  Stranded drivers took to Twitter complaini… [+174 chars],2019-09-03T09:53:02Z
97,newsweek,Newsweek,The Real Cost of Your Blue Jeans,The biggest fashion trend in recent years is  fast fashion the mass production of trendy  inexpensive clothing with lightning-quick turnaround. This is a hugely wasteful global  environmental and human rights disaster  according to bestselling journalist Dana… [+11566 chars],2019-09-03T16:16:54Z
101,the-new-york-times,The New York Times,A Greenhouse Large Enough to Feed the Eastern Seaboard,But production in the United States is declining  according to the Department of Agriculture. Land devoted to fresh tomato production in Florida  a major producer  has fallen to around 30 000 acres  down from 39 400 acres at the start of the century  accordin… [+1239 chars],2019-09-03T13:00:07Z
105,bbc-news,BBC News,Hurricane Dorian stalls over Bahamas,Dorian fell in strength on Tuesday to category three  but Grand Bahama island faced at least another day of heavy rain  high winds and storm surges. The British parliament has just reconvened after its summer break for what's expected to be one of the stormie… [+149 chars],2019-09-03T14:26:00Z
109,the-irish-times,The Irish Times,Gregor Townsend believes Scotland have ‘never been in a better position’,Gregor Townsend insists Scotland have never been stronger as they prepare to jet out for the World Cup at almost full strength.  Only the injured Sam Skinner and Toulouse lock Richie Gray who turned down the chance to win a seat on the plane to Japan were not… [+4297 chars],2019-09-03T14:24:38Z
113,bbc-news,BBC News,Elephant and Castle stabbings: Norman Bertran-Tavarez named as victim,Image copyrightPA MediaImage caption   The death brings the number of homicides in the capital to a total of 92 this year  A 24-year-old man has been named as the victim of a fatal stabbing at a Tube station.  Norman Bertran-Tavarez died after he was attacked… [+671 chars],2019-09-03T13:01:47Z
117,cnn,CNN,Picture this: Instagram-perfect hotel views,(CNN) With the explosion in popularity of Instagram  it increasingly feels like you haven't really been on vacation until you've carefully crafted and posted that all-important shot from your hotel  hacienda or houseboat.  Whether it's sunsets  water  citysca… [+11510 chars],2019-09-03T12:38:43Z
121,abc-news,ABC News,Supporters of Italy's 5-Star Movement back plan for coalition government with rival Democrats in online vote,Supporters of Italy's 5-Star Movement back plan for coalition government with rival Democrats in online vote.,2019-09-03T17:37:54Z
125,bbc-news,BBC News,Deadly hurricane weakens but stalls over Bahamas,Media caption We need help : Video shows missing roofs and flooded roads  Hurricane Dorian has dropped in strength to a category three storm but is now stationary and continues to batter the northern Bahamas.  The maximum sustained winds fell to 125mph (205km… [+7896 chars],2019-09-03T07:06:30Z
129,abc-news,ABC News,Dive company owner among missing in California boat fire,Marine biologist Kristy Finstad first put on a dive tank at the age of nine.  The 41-year-old co-owner of Worldwide Diving Adventures was leading the scuba tour off Southern California when fire engulfed the dive boat  Conception  early Monday with 39 people … [+1977 chars],2019-09-03T17:48:29Z
133,newsweek,Newsweek,CNN Mistakenly Labels Alabama as 'Mississippi' After Mocking Trump Over Dorian Path Prediction,CNN aired a graphic mistakenly labeling Alabama as  Mississippi  during coverage which ridiculed President Donald Trump for his inaccurate prediction Hurricane Dorian would hit the Gulf Coast state.  The cable news network's  states of emergency  misnomer on … [+2977 chars],2019-09-03T16:32:18Z
137,the-new-york-times,The New York Times,In Fall’s Biggest Openings  Experience Is on the Menu - The New York Times,In Brooklyn  the Nikkei chef Ricardo Zarate will bring a spinoff of his Las Vegas restaurant  Once (pronounced on-SEH)  to Carroll Gardens with dishes like Japanese eggplant ceviche  braised short ribs with pickled miso vegetables and grilled shrimp with yuzu… [+4292 chars],2019-09-03T16:32:00Z
141,bbc-news,BBC News,James Mitchell: Northampton Saints sign former Connacht scrum-half,James Mitchell has joined Saints after leaving Irish provincial side Connacht  Scrum-half James Mitchell has signed a deal with Northampton Saints for the duration of the World Cup.  The 24-year-old  who is the older brother of fellow Saints number nine Alex … [+379 chars],2019-09-03T14:26:33Z
145,bbc-news,BBC News,'Astronaut' explores India potholes,,2019-09-03T05:19:25Z
149,cnn,CNN,Bahamas' tourism could be devastated for a long time after Hurricane Dorian,,2019-09-03T16:22:08Z
153,cbs-news,CBS News,Intense hurricanes like Dorian cause 1 000 times more damage,With peak winds of 185 mph  Hurricane Dorian is now tied for the second strongest hurricane on record in the Atlantic basin  in terms of wind speed. Pictures from the Bahamas reveal the scale of devastation  consistent with the catastrophic damage expected in… [+3120 chars],2019-09-03T14:48:41Z
157,reuters,Reuters,Sisyphus on the beach: Dorian underlines coastal cities' endless rebuilding task,JACKSONVILLE BEACH  Fla. (Reuters) - Just months after the U.S. Army Corps of Engineers completed a $16 million (£13.03 million) project to restore sandy beaches in Jacksonville  Florida  Hurricane Dorian is about to pound them again  illustrating the uphill … [+3402 chars],2019-09-03T17:55:53Z
161,reuters,Reuters,Bangladesh blocks internet services in Rohingya refugee camps,DHAKA (Reuters) - Bangladesh’s telecom regulatory authority on Tuesday ordered mobile phone operators to partially block high-speed data services to areas where Rohingya refugees are living in sprawling camps  citing security concerns following recent violenc… [+2654 chars],2019-09-03T15:47:51Z
165,cbs-news,CBS News,Meet the hurricane hunters who fly into Dorian's eye,,2019-09-03T11:48:25Z
169,cnn,CNN,YouTube says it's removing more hate speech than before but controversial channels remain up,,2019-09-03T13:00:49Z
173,cbs-news,CBS News,Eye Opener at 8: Millions of people in Florida and the southeast are anxiously watching Hurricane Dorian,,2019-09-03T12:14:41Z
177,reuters,Reuters,New Iran nuclear deal violation would send 'wrong signal': French diplomatic source,PARIS (Reuters) - A new violation of the 2015 nuclear deal by Iran would send the “wrong signal”  but efforts to find a solution in the crisis between Washington and Tehran would remain necessary  a French diplomatic source said on Tuesday.   “It would clearl… [+433 chars],2019-09-03T16:09:54Z
181,the-new-york-times,The New York Times,Margaret Atwood and Salman Rushdie on Booker Prize Shortlist,LONDON The literary heavyweights Margaret Atwood  Salman Rushdie and Elif Shafak all feature on the shortlist for this years Booker Prize  one of the worlds most prestigious literary awards.  Atwood  who won the Booker Prize in 2000  is shortlisted this year … [+2309 chars],2019-09-03T10:17:51Z
185,the-irish-times,The Irish Times,Raymond McCord in court to challenge prorogation of UK parliament,Victims campaigner Raymond McCord is back in Belfast court on Tuesday to challenge the prorogation of Parliament and a potential no-deal Brexit.   Mr McCord  whose son Raymond Jnr was murdered by loyalist paramilitaries in 1997  is already taking judicial rev… [+917 chars],2019-09-03T10:29:56Z
189,bbc-news,BBC News,German critic defends 'fat shaming' soprano Kathryn Lewek,Image copyrightSalzburg Festival/Monika RittershausImage caption   Kathryn Lewek plays Eurydice in Orpheus in the Underworld  A German theatre critic has refused to back down after US soprano Kathryn Lewek accused some reviewers of  fat shaming  her.  Lewek s… [+3380 chars],2019-09-03T15:31:09Z
193,business-insider,Business Insider,Some Royal Caribbean  Disney  and Norwegian Cruise ship passengers are stuck at sea as Hurricane Dorian creeps dangerously close to Florida (RCL  CCL),Royal Caribbean International  Disney Cruise Line  and Norwegian Cruise Line have extended the itineraries for some cruises that began in Florida as Hurricane Dorian nears the state.    Six Royal Caribbean ships that boarded in Orlando  Miami  or Fort Lauderd… [+1974 chars],2019-09-03T15:25:30Z
197,bbc-news,BBC News,Scotland v Russia: Steve Clarke's attention to detail is key for hosts  says Scott McTominay.,Media playback is not supported on this device  Double-header like two cup finals - McTominay  <table><tr><th>Euro 2020 qualifying: Scotland v Russia</th></tr>  <tr><td>Venue: Hampden Park  Glasgow Date: Friday  6 September Kick-off: 19:45 BST</td></tr><tr><t… [+2076 chars],2019-09-03T13:45:02Z
201,abc-news,ABC News,Man dies following police confrontation in suburban Denver,An investigation is underway after a man died following a confrontation with police in suburban Denver.  The Denver Post reports Aurora police received a call about a suspicious person wearing a ski mask and waving his arms as he walked down a street Aug. 24.… [+555 chars],2019-09-03T17:36:41Z
205,abc-news,ABC News,US construction spending ticked up just 0.1% in July  helped by schools and sewers,US construction spending ticked up just 0.1% in July  helped by schools and sewers.,2019-09-03T14:02:22Z
209,the-irish-times,The Irish Times,Brian O’Driscoll: Devin Toner’s World Cup omission ‘kind of beggars belief’,Brian ODriscoll insists that Ireland lock Devin Toners World Cup omission beggars belief.  Former Ireland skipper ODriscoll admitted to being left nonplussed by Joe Schmidts decision to select Munsters Jean Kleyn ahead of lineout boss Toner.  Former British a… [+3329 chars],2019-09-03T16:12:47Z
213,the-new-york-times,The New York Times,Guns  Filth and ISIS: Syrian Camp Is ‘Disaster in the Making’,Theyre in no mans land. Theyre in limbo  said Sara Kayyali  a Syria researcher at Human Rights Watch who visited the camp earlier this year. Theyre stuck in the desert in a camp thats not equipped for their needs  with children who grew up in the worst possib… [+785 chars],2019-09-03T09:00:10Z
217,the-irish-times,The Irish Times,The Irish Times view on ex-prisoners’ prospects: in need of a fresh start,The difficulties facing men and women in securing employment on their release from prison are very great. Many come from disadvantaged environments with few jobs and poor education facilities. Drugs  drink and peer pressure may have led to criminal conviction… [+1820 chars],2019-09-03T17:29:00Z
221,business-insider,Business Insider,Mike Pence can't be 'anti-gay' because he was at a lunch with the Irish prime minister's boyfriend  White House spokesman says,US Vice President Mike Pence cannot be  anti-gay  because he want to a lunch with the Irish prime minister and his boyfriend while on an official state visit to the country  a White House spokesman claimed.    Judd Deere  the White House deputy press secretar… [+3507 chars],2019-09-03T13:58:40Z
225,bbc-news,BBC News,Brexit: Tory MP defects ahead of crucial no deal vote,Conservative MP Philip Lee has defected to the Liberal Democrats ahead of a showdown between Boris Johnson and Tory rebels over Brexit.   Mr Lee  the MP for Bracknell  took his seat on the opposition benches as the PM addressed the Commons.   His defection me… [+325 chars],2019-09-03T14:48:14Z
229,business-insider,Business Insider,Glamping has come to NYC. I took an 8-minute ferry ride to an island in New York Harbor where people pay up to $1 200 a night to sleep in luxe tents and cabins — here's what it looks like.,Glamping  or  glamorous camping   is a luxurious alternative to camping that can come in many forms  from sleeping in a heated domed pod on the salt flats of Bolivia to staying in a luxurious  canvas cabin  with a soaking tub in the woods of Montana.    But g… [+449 chars],2019-09-03T00:00:00Z
233,bbc-news,BBC News,Teletext Holidays exposed customer calls,Image copyrightScreengrabImage caption   Teletext Holidays has reported the breach to the ICO  but would not reveal which details were exposed  The recorded telephone calls of 200 000 customers were left exposed on a cloud server for three years  an investiga… [+1757 chars],2019-09-03T16:39:11Z
237,cnn,CNN,Hurricane Dorian is lingering over the Bahamas as its outer bands begin to reach parts of Florida,,2019-09-03T07:34:32Z
241,cnn,CNN,Lizzo hits No. 1 on Billboard Hot 100 with 'Truth Hurts',,2019-09-03T17:48:26Z
245,business-insider,Business Insider,The wealthy are spending less money on luxury  and it might signal another recession. From penthouses to classic cars  here's what's just not selling in 2019.,According to The Wall Street Journal  July sales of luxury apartments in New York City hit a 6-year low.    In NYC  penthouses have been sitting on the market for months to years. Many of those properties eventually receive drastic price cuts or get carved in… [+1089 chars],2019-09-03T16:03:00Z
249,abc-news,ABC News,Alaska villagers pay airfare in effort to keep out drugs,Residents of a small Alaska city purchased a one-way airplane ticket for a woman believed to be dealing drugs as a way of fighting the spread of narcotics there  a report said.  About 40 Galena residents gathered at the airport last week and sent a representa… [+1456 chars],2019-09-03T17:27:45Z
253,cnn,CNN,Boris Johnson's Brexit showdown as Parliament returns from recess: Live updates - CNN,Conservative MP Phillip Lee has defected to the Liberal Democrats during Prime Minister Boris Johnson's speech to the House of Commons.  As the Prime Minister was starting his address  Lee stood up and walked across the Commons floor before taking a seat with… [+557 chars],2019-09-03T15:33:12Z
257,abc-news,ABC News,Tropical Storm Fernand has formed in the Gulf of Mexico; tropical storm warning issued for northeast Mexico coast,Tropical Storm Fernand has formed in the Gulf of Mexico; tropical storm warning issued for northeast Mexico coast.,2019-09-03T17:56:11Z
261,the-wall-street-journal,The Wall Street Journal,Parents Thought They Wanted Tech In Every Classroom  Now They're Not So Sure - The Wall Street Journal,When Baltimore County  Md.  public schools began going digital five years ago  textbooks disappeared from classrooms and paper and pencils were no longer encouraged. All students from kindergarten to 12th grade would eventually get a laptop  helping the distr… [+271 chars],2019-09-03T15:15:00Z
265,abc-news,ABC News,WATCH: Inside FEMA headquarters as US feels Hurricane Dorian's effects,<li>Now Playing: Trump visits FEMA as US braces for Dorian  </li><li>Now Playing: FEMA chief describes latest Hurricane Dorian preparations  </li><li>Now Playing: 'Storm effect will be prolonged': Kevin McAleenan on Hurricane Dorian  </li><li>Now Playing: Doz… [+1251 chars],2019-09-03T16:42:33Z
269,cbs-news,CBS News,Axios: Trump allies raise money to target reporters,,2019-09-03T16:05:17Z
273,abc-news,ABC News,Rapper DMX helps family with back-to-school purchases,Rapper DMX has helped a Maine family with its back-to-school purchases.  The rapper was in Maine to perform at Rock Row when he crossed paths with Nikki Cutchens and her daughter Grace at the Maine Mall.  Cutchens tells WABI-TV that she was in line Saturday w… [+343 chars],2019-09-03T13:55:02Z
277,newsweek,Newsweek,Brazil's Tourism Ambassador Calls Amazon Fires 'False Fires ' Threatens to Choke Emmanuel Macron,Brazil's tourism ambassador Renzo Gracie called wildfires burning in the Amazon rainforest  false fires  and threatened to choke French President Emmanuel Macron  who has criticized Brazil's handling of the blazes he considers an  international crisis.   Grac… [+2611 chars],2019-09-03T17:51:37Z
281,the-irish-times,The Irish Times,High temperatures and rainfall in August linked to global warming,Met Éireann has linked above-average temperature and rainfall levels in the Republic last month to global warming.  The statistics  contained in the August weather report  were described by Met Éireann meteorological officer Paul Moore  as what you would expe… [+2161 chars],2019-09-03T16:13:52Z
285,abc-news,ABC News,Pedestrian struck  3 wounded by gunfire outside State Fair,It was a chaotic close to the Minnesota State Fair as a pedestrian was struck by a car and three men were wounded by gunfire  according to St. Paul police.  A fight broke out about 10:20 p.m. Monday outside the main gates and a 19-year-old woman was hit by a … [+2024 chars],2019-09-03T14:03:11Z
289,business-insider,Business Insider,Trump attacks Sadiq Khan after the London mayor mocks him for missing WW2 memorial to deal 'with a hurricane out on the golf course',Donald Trump has tweeted a new series of attacks on Sadiq Khan after the London mayor mocked the president for missing Second World War commemorations  only to be seen playing golf instead.    Trump cancelled his attendance at the event in Warsaw last week  r… [+1575 chars],2019-09-03T15:11:50Z
293,business-insider,Business Insider,Walmart will ban shoppers from openly carrying guns in its stores and stop selling some ammunition in response to 2 deadly shootings,Walmart is banning shoppers from openly carrying guns in its stores and ending the sale of some types of ammunition in response to two deadly shootings at its stores  the company said Tuesday.     After selling through our current inventory commitments  we wi… [+10057 chars],2019-09-03T17:00:00Z
297,business-insider,Business Insider,How to contact LinkedIn customer support through its online help center and forum,As with so many large companies these days  LinkedIn doesn't make it easy for you to get in touch with their team directly.    And that's understandable  given that there are more than half a billion people using LinkedIn  and more than 260 million of them do… [+1821 chars],2019-09-03T17:46:00Z
301,newsweek,Newsweek,China Used Twitter Porn Accounts to Spread Hong Kong Propaganda: Report,A new report has claimed that the Chinese government used a wide range of Twitter accounts to sow disinformation about the ongoing protests in Hong Kong and discredit its critics further afieldand that it had been doing so for at least two years.  In a report… [+3784 chars],2019-09-03T13:55:25Z
305,business-insider,Business Insider,Amazon Renewed sells refurbished  pre-owned  and open-box products that look and work like new — here are 13 standout deals for college students,When you're living on a college budget  every dollar saved counts. From tech devices to small kitchen appliances  there are a lot of things you need to buy for your classes and living space  and those costs quickly add up.    Shopping for these college essent… [+1141 chars],2019-09-03T14:31:00Z
309,the-irish-times,The Irish Times,Dawn Meats granted leave to serve committal to prison notices against 18 protesters,Dawn Meats has been granted leave by the High Court to serve copies of motions seeking to attach and commit to prison 18 protesters at two of its beef plants for breach of court orders.  The 18 include nine John Does who are not named but who were specificall… [+2106 chars],2019-09-03T16:04:34Z
313,al-jazeera-english,Al Jazeera English,Mexico: US envoy's dig at Frida Kahlo causes social media debate,The newly-appointed United States ambassador to Mexico has caused a fierce social media debate after he took aim at Mexican icon Frida Kahlo for her  passion for Marxism .  Cristopher Landau  who assumed office last month  tweeted on Sunday during a visit to … [+3846 chars],2019-09-03T08:40:13Z
317,al-jazeera-english,Al Jazeera English,Pakistan won't initiate military conflict with India: Imran Khan,Islamabad  Pakistan - Pakistan's Prime Minister Imran Khan has pledged that his country would not initiate any military conflict with India  warning of the risk to the world of nuclear war breaking out between the South Asian neighbours as tensions over the d… [+2788 chars],2019-09-03T07:08:12Z
321,abc-news,ABC News,Climate  post-conflict peace on pope's Africa agenda,Pope Francis heads this week to the southern African nations of Mozambique  Madagascar and Mauritius  visiting some of the world's poorest countries in a region hard hit by some of his biggest concerns: conflict  corruption and climate change.  The Sept. 4-10… [+6459 chars],2019-09-03T13:47:28Z
325,reuters,Reuters,Pantomime villain Medvedev fueled by New York hate,NEW YORK (Reuters) - Daniil Medvedev never sought to be the pantomime villain at this year’s U.S. Open but after being lustily booed by the New York crowd for his on-court antics during his last two wins  he is learning to use the energy to his advantage.    … [+2850 chars],2019-09-03T17:32:12Z
329,the-new-york-times,The New York Times,A Brazilian Chef Plans Her 4 800-Mile Commute to New York,At first  Manoella Buffara thought the idea impossible and even a little bit crazy: commuting nearly 5 000 miles from southern Brazil to open a restaurant in New York.  But after years of trying to persuade the critically acclaimed chef to take the proposal s… [+1009 chars],2019-09-03T16:42:02Z
333,newsweek,Newsweek,Justin Bieber Drug Use: Hillsong Pastor Carl Lentz Helped Singer Recover From 'Pretty Heavy Drugs',Justin Bieber is a changed man  and has opened up about his past indiscretions in a heartfelt Instagram post.  The singer shared a long essay about  doing pretty heavy drugs at 19  and how he  abused all of my relationships  on Tuesday.  Bieber wrote how find… [+2345 chars],2019-09-03T12:31:40Z
337,bbc-news,BBC News,Leus du Plooy: Derbyshire batsman signs new contract until 2022,Leus du Plooy signed for Derbyshire on a Kolpak deal in April  South Africa-born batsman Leus du Plooy has signed a new deal with Derbyshire until the end of the 2022 season.  The 24-year-old left-hander has scored 385 runs  including one century and two fift… [+284 chars],2019-09-03T14:29:54Z
341,business-insider,Business Insider,Goldman Sachs' push into private equity is ruffling feathers at Blackstone — and it might be a sign of big client skirmishes to come,Goldman Sachs's latest strategy pivot is already raising hackles with one of its largest clients.    Executives at Blackstone  the world's largest alternatives investment platform  are concerned that Goldman's recently announced plans to combine a number of p… [+7682 chars],2019-09-03T15:05:06Z
345,newsweek,Newsweek,Body of 5-Year-Old Girl 'Deceased for Several Days' Found Inside Closet at Texas Apartment,The body of a five-year-old girl who is believed to have died several days ago has been found inside a closet at an apartment in Texas.  The Houston Police Department said they were called to an address at 7800 Grow Lane to reports of a deceased child.  Famil… [+2058 chars],2019-09-03T10:03:18Z
349,business-insider,Business Insider,Photos show the destruction Hurricane Dorian has caused in the Bahamas from a punishing storm surge  up to 30 inches of rain  and 185 mph winds,Prime Minister Hubert Minnis is already calling Hurricane Dorian's prolonged stay over the Bahamas   a historic tragedy.  The mission for the country now  he said  is search  rescue  and recover.    Dorian made landfall on Sunday as a Category 5 storm. On Mon… [+431 chars],2019-09-03T00:00:00Z
353,the-irish-times,The Irish Times,Joe Schmidt hits back at Gus Pichot over selection of residency players,Irish coach Joe Schmidt has dismissed as irrelevant the position of World Rugby vice-chairman Gus Pichot  who said that Devin Toner should be asking World Rugby for answers after being dropped from the Irish World Cup squad this week  when residency player  S… [+3823 chars],2019-09-03T14:01:34Z
357,cnn,CNN,These satellite images show Grand Bahama before and after Dorian's wrath,By Meg Wagner and Artemis Moshtaghian  CNN  Updated 10:24 AM ET  Tue September 3  2019  Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.  (CNN)A striking satellite image of Grand Bahama Island shows vast areas of the i… [+405 chars],2019-09-03T14:24:48Z
361,reuters,Reuters,Asked about rebel Brexit bill  UK PM Johnson says he will obey the law,LONDON (Reuters) - British Prime Minister Boris Johnson said on Tuesday he would obey the law  when asked by a lawmaker if his government would abide by legislation blocking a no-deal Brexit.   Lawmakers are planning to seize control of parliamentary time on … [+507 chars],2019-09-03T15:44:02Z
365,business-insider,Business Insider,Why Taylor Swift is re-recording all her of her old music,More icon  Three evenly spaced dots forming an ellipsis:  ... .  Close icon  Two crossed lines that form an 'X'. It indicates a way to close an interaction  or dismiss a notification.  Close icon  Two crossed lines that form an 'X'. It indicates a way to clos… [+133 chars],2019-09-03T17:00:00Z
369,reuters,Reuters,Venezuela gold reserves drop by $1 bln in first half 2019,CARACAS (Reuters) - Gold reserves held by Venezuela’s central bank fell by $1 billion in the first half of 2019  official data released this week showed  amid opposition accusations that the government is selling the precious metal abroad to raise revenue in … [+1752 chars],2019-09-03T15:56:42Z
373,abc-news,ABC News,Judge: Drugmakers  others can face trial over opioids crisis,A federal judge overseeing litigation related to the nation's opioids epidemic has ruled that claims against Purdue Pharma and other drug companies can move to trial as the OxyContin maker tries to reach a settlement.  The ruling was one of several issued Tue… [+499 chars],2019-09-03T18:20:56Z
377,cnn,CNN,Mattis dodges when asked if he will speak candidly about Trump before 2020 election,Washington (CNN)Former Secretary of Defense James Mattis defended his reluctance to openly criticize the Trump administration Tuesday but also did not rule out speaking candidly before the 2020 election  telling CNN's Christiane Amanpour that  there will come… [+4850 chars],2019-09-03T17:01:38Z
381,the-new-york-times,The New York Times,Seattle on the Hudson: An Enclave of Northwestern Food,He will also open Jeannies  a counter for oval pizzas  pasta and toasted sandwiches; and Oh Mochi  with mochi doughnuts.   Mr. Stowell  who owns How to Cook a Wolf  a Seattle restaurant named for a book by M.F.K. Fisher  is creating Wolf  the only restaurant … [+871 chars],2019-09-03T16:51:29Z
